10000,2015-06-03,4280
10001,2015-06-02,2832
10002,2015-08-25,2943
10003,2015-06-26,1671
10004,2015-06-25,8074
10005,2015-08-27,5713
10006,2015-06-20,3561
10007,2015-08-17,6093
10008,2015-08-16,1841
10009,2015-07-06,1067
10010,2015-06-03,3481
10011,2015-07-03,1935
10012,2015-08-26,6802
10013,2015-09-17,1195
10014,2015-06-02,3324
10015,2015-09-12,6117
10016,2015-06-29,4077
10017,2015-09-11,7984
10018,2015-07-06,7956
10019,2015-09-15,1817
10020,2015-08-12,6222
10021,2015-08-28,6008
10022,2015-08-04,4196
10023,2015-07-03,7042
10024,2015-08-01,5637
10025,2015-09-05,2060
10026,2015-09-18,3168
10027,2015-07-26,4462
10028,2015-09-10,7218
10029,2015-08-22,5623
10030,2015-06-20,7768
10031,2015-06-06,8821
10032,2015-07-21,5845
10033,2015-06-26,5842
10034,2015-09-18,1536
10035,2015-07-09,7412
10036,2015-06-11,5916
10037,2015-08-25,3430
10038,2015-06-20,5596
10039,2015-06-16,5125
10040,2015-08-31,5128
10041,2015-07-19,3123
10042,2015-08-13,5059
10043,2015-08-23,5404
10044,2015-07-19,6497
10045,2015-06-03,1674
10046,2015-08-22,5281
10047,2015-08-09,3167
10048,2015-06-17,5427
10049,2015-08-20,2369
10050,2015-08-23,7291
10051,2015-06-02,1972
10052,2015-06-26,1947
10053,2015-07-30,3400
10054,2015-08-15,1714
10055,2015-06-07,7994
10056,2015-09-17,3413
10057,2015-07-18,7911
10058,2015-08-22,1147
10059,2015-07-31,6123
10060,2015-09-15,4402
10061,2015-06-12,6821
10062,2015-09-05,7895
10063,2015-07-06,3895
10064,2015-07-06,2421
10065,2015-07-22,3388
10066,2015-07-31,1584
10067,2015-08-24,5240
10068,2015-07-15,1978
10069,2015-08-28,2665
10070,2015-09-13,6012
10071,2015-07-26,6353
10072,2015-06-23,8035
10073,2015-06-28,5137
10074,2015-08-01,4885
10075,2015-06-15,1897
10076,2015-07-23,2728
10077,2015-08-04,6048
10078,2015-07-17,6166
10079,2015-07-16,2755
10080,2015-06-14,1400
10081,2015-06-11,1200
10082,2015-09-02,5295
10083,2015-06-30,2272
10084,2015-09-18,8491
10085,2015-06-23,7530
10086,2015-06-06,7591
10087,2015-07-01,7774
10088,2015-08-08,3985
10089,2015-06-22,3566
10090,2015-06-18,2942
10091,2015-08-11,5229
10092,2015-07-09,5822
10093,2015-07-17,8712
10094,2015-09-15,4582
10095,2015-06-24,2935
10096,2015-09-02,3877
10097,2015-08-19,1566
10098,2015-06-17,3192
10099,2015-07-18,5792
10100,2015-07-21,6993
10101,2015-09-17,1920
10102,2015-07-21,2135
10103,2015-08-13,8206
10104,2015-09-15,6782
10105,2015-06-14,4378
10106,2015-06-15,7013
10107,2015-08-28,7205
10108,2015-07-27,8885
10109,2015-08-04,5660
10110,2015-06-27,5452
10111,2015-07-26,6274
10112,2015-06-15,6767
10113,2015-06-09,8005
10114,2015-08-24,8931
10115,2015-07-23,3022
10116,2015-08-05,1265
10117,2015-08-24,4378
10118,2015-08-29,5409
10119,2015-07-09,1014
10120,2015-09-15,5755
10121,2015-08-06,6572
10122,2015-09-18,3341
10123,2015-06-15,6423
10124,2015-07-29,1099
10125,2015-08-05,1925
10126,2015-09-12,3528
10127,2015-06-04,7128
10128,2015-06-24,1727
10129,2015-09-12,6980
10130,2015-08-17,8743
10131,2015-07-31,2391
10132,2015-09-10,7046
10133,2015-07-12,5447
10134,2015-07-27,7994
10135,2015-07-05,3475
10136,2015-06-22,2016
10137,2015-06-12,4315
10138,2015-06-28,4068
10139,2015-06-21,7300
10140,2015-08-19,1597
10141,2015-07-21,8030
10142,2015-08-19,2889
10143,2015-07-25,2365
10144,2015-07-18,1080
10145,2015-07-16,3369
10146,2015-08-16,5444
10147,2015-08-31,4339
10148,2015-09-14,1005
10149,2015-07-08,6560
10150,2015-07-15,7494
10151,2015-06-11,6159
10152,2015-08-30,1711
10153,2015-06-13,1592
10154,2015-07-06,5088
10155,2015-07-02,1264
10156,2015-06-13,4881
10157,2015-08-10,2365
10158,2015-08-16,4348
10159,2015-07-13,2562
10160,2015-08-29,3652
10161,2015-08-18,3692
10162,2015-06-26,7772
10163,2015-08-25,2593
10164,2015-08-14,8824
10165,2015-07-04,4148
10166,2015-08-20,8683
10167,2015-09-20,5780
10168,2015-07-18,6343
10169,2015-06-15,6365
10170,2015-09-17,4171
10171,2015-08-04,4859
10172,2015-08-13,7168
10173,2015-08-05,1244
10174,2015-09-08,2959
10175,2015-09-11,3234
10176,2015-07-25,8139
10177,2015-08-29,7192
10178,2015-06-05,1155
10179,2015-07-16,7862
10180,2015-07-22,2693
10181,2015-09-01,3913
10182,2015-07-15,5723
10183,2015-07-20,7345
10184,2015-07-02,6203
10185,2015-06-17,4722
10186,2015-09-04,1762
10187,2015-06-29,6622
10188,2015-06-17,2306
10189,2015-08-02,2227
10190,2015-07-12,4049
10191,2015-08-04,3583
10192,2015-08-05,7965
10193,2015-06-23,5018
10194,2015-06-18,8556
10195,2015-09-04,3125
10196,2015-08-17,2771
10197,2015-06-07,4337
10198,2015-08-27,3261
10199,2015-08-08,8255
10200,2015-06-09,8440
10201,2015-06-17,8502
10202,2015-06-18,3074
10203,2015-07-27,7714
10204,2015-06-06,3636
10205,2015-08-01,3406
10206,2015-06-18,1365
10207,2015-07-17,4585
10208,2015-08-03,7254
10209,2015-08-23,6622
10210,2015-06-14,8113
10211,2015-07-04,2837
10212,2015-07-20,2229
10213,2015-09-08,7457
10214,2015-06-25,5037
10215,2015-08-24,7883
10216,2015-06-24,8450
10217,2015-07-09,7909
10218,2015-08-04,4380
10219,2015-06-24,5840
10220,2015-06-03,5733
10221,2015-09-17,2708
10222,2015-06-26,4232
10223,2015-08-15,7008
10224,2015-08-21,6987
10225,2015-08-18,7829
10226,2015-09-02,1774
10227,2015-07-10,2252
10228,2015-08-16,1274
10229,2015-07-16,1005
10230,2015-08-09,8291
10231,2015-07-22,3886
10232,2015-06-14,1251
10233,2015-09-15,7498
10234,2015-08-13,7686
10235,2015-08-26,6864
10236,2015-08-20,5587
10237,2015-06-18,7416
10238,2015-06-16,3390
10239,2015-06-26,5812
10240,2015-09-04,5712
10241,2015-06-11,2615
10242,2015-08-10,1224
10243,2015-08-28,8436
10244,2015-08-30,4735
10245,2015-08-11,5239
10246,2015-08-01,8225
10247,2015-07-17,7177
10248,2015-07-04,5647
10249,2015-07-15,3416
10250,2015-07-27,5719
10251,2015-07-08,2784
10252,2015-08-04,8979
10253,2015-06-13,6624
10254,2015-06-03,4554
10255,2015-08-17,6065
10256,2015-07-24,8330
10257,2015-08-20,3399
10258,2015-09-10,3377
10259,2015-08-08,5539
10260,2015-06-05,5645
10261,2015-06-06,7056
10262,2015-07-22,1957
10263,2015-07-24,7665
10264,2015-09-18,1896
10265,2015-08-07,6563
10266,2015-07-07,5718
10267,2015-07-24,3835
10268,2015-06-15,7044
10269,2015-08-29,7784
10270,2015-08-09,7350
10271,2015-06-02,7468
10272,2015-06-10,8469
10273,2015-09-14,7411
10274,2015-09-16,3068
10275,2015-08-27,5150
10276,2015-09-12,7852
10277,2015-07-27,4313
10278,2015-07-03,8909
10279,2015-08-26,2485
10280,2015-06-28,3018
10281,2015-08-27,1475
10282,2015-09-08,7018
10283,2015-06-27,2197
10284,2015-07-19,4973
10285,2015-08-15,8153
10286,2015-08-22,1396
10287,2015-08-03,1973
10288,2015-06-22,8996
10289,2015-08-04,6163
10290,2015-06-21,4729
10291,2015-07-30,7823
10292,2015-08-16,2626
10293,2015-06-12,7524
10294,2015-09-11,6636
10295,2015-06-30,7974
10296,2015-09-08,7674
10297,2015-07-12,5763
10298,2015-08-14,7080
10299,2015-08-17,4155
10300,2015-07-14,6486
10301,2015-06-17,8005
10302,2015-06-15,4333
10303,2015-08-03,1744
10304,2015-08-27,6839
10305,2015-06-04,4472
10306,2015-09-09,7590
10307,2015-08-23,5327
10308,2015-08-15,6306
10309,2015-08-07,1058
10310,2015-06-18,7501
10311,2015-06-18,2651
10312,2015-09-19,1474
10313,2015-06-04,7041
10314,2015-08-31,5291
10315,2015-07-09,6451
10316,2015-08-20,4624
10317,2015-07-30,4214
10318,2015-09-04,2087
10319,2015-06-24,7458
10320,2015-07-16,5294
10321,2015-06-07,3211
10322,2015-06-03,6429
10323,2015-08-08,8886
10324,2015-06-20,4033
10325,2015-08-17,6402
10326,2015-07-22,1793
10327,2015-07-05,8141
10328,2015-07-06,6707
10329,2015-06-09,5320
10330,2015-09-10,8350
10331,2015-09-06,8801
10332,2015-08-22,8520
10333,2015-08-24,5940
10334,2015-06-25,5501
10335,2015-08-15,8629
10336,2015-09-09,3892
10337,2015-09-08,1172
10338,2015-09-06,4931
10339,2015-07-28,5767
10340,2015-06-16,5043
10341,2015-06-09,4755
10342,2015-06-02,3518
10343,2015-06-28,2786
10344,2015-06-07,8300
10345,2015-07-24,7474
10346,2015-08-06,1169
10347,2015-09-15,8375
10348,2015-06-06,7644
